"V1" "V2" "V3" "v4" "V5" "V6"
16.7 4.56 25 2762 486 1398
17.57 4.46 29 2512 576 1363
16.23 4.72 26 2961 481 1306
16.58 4.12 26 2474 589 1404
16.61 5.99 30 2274 452 1156
18.33 4.36 29 2582 563 1387
17.8 4.75 33 2169 472 1154
17.24 4.14 30 2350 522 1261
19.62 4.15 33 2278 468 1272
18.35 4.54 30 2416 496 1291
18.08 5.08 32 2231 464 1216
16.38 4.41 32 2267 467 1076
17.56 4.89 27 2751 480 1350
16.67 3.87 27 2609 522 1283
16.58 4.39 22 3008 595 1577
18.93 4.66 35 2215 468 1134
18.31 4.26 27 2751 524 1407
17.57 5.41 27 2529 457 1350
15.81 4.87 31 2226 429 1059
19.9 5.08 54 2812 326 740
21.88 4.3 46 1457 409 991
19.77 5.74 48 1687 390 969
19.84 4.64 44 1630 343 940
20.31 5.21 58 2486 354 783
19.14 6.62 48 1332 339 832
17.84 7.66 47 1643 375 888
19.96 4.08 73 934 250 584
21.5 7.32 68 2047 302 717
20.42 7.04 53 1310 315 825
19.56 5.13 48 1481 360 925
17.84 4.61 40 1792 319 954
20.22 5.24 56 1297 350 819
20.37 6.55 48 1685 355 908
18.58 6.95 29 2083 528 1450
19.28 4.4 48 1279 349 854
19.36 3.19 64 1139 325 702
20.64 4.81 44 1583 373 999
19.33 4.67 43 1545 410 1048
19.49 7.29 54 1251 322 768
18.52 5.32 46 1610 341 902
19.74 5.22 50 1416 368 839
18.37 5.51 51 1373 337 803
19.05 5.68 49 1429 330 834
19.92 4.95 49 1375 356 927
18.1 5.33 52 1206 349 747
19.94 4.97 67 956 299 679
20.04 7.47 52 1386 311 820
18.42 5.19 70 1017 268 600
13.96 7.06 37 2239 350 803
20.09 5.23 63 1151 333 742
18.42 5.25 54 1262 310 728
17.41 4.99 41 3559 361 902
17.82 5.45 51 1245 320 747
20.39 4.9 50 1384 396 888
18.24 7.64 57 1295 306 693
18.38 4.82 68 966 287 588
19.26 5.38 59 1124 297 708
18.34 4.26 38 1847 430 1010
19.21 4.73 62 1107 288 664
19.07 3.54 45 1563 388 886
17.14 3.87 32 2152 463 1118
19.14 5.9 57 1263 320 701
16.11 4.48 55 1229 304 609
17.95 4.83 48 1406 373 777
18.03 4.96 46 1510 373 811
19.45 2.84 47 1679 396 895
21.71 4.4 55 2772 359 808
10.19 5.87 19 3789 408 1133
18.97 2.55 17 5499 726 2381
9.39 3.25 15 4860 412 1431
15.13 4.07 15 5124 780 2157
17.39 6.04 16 4406 779 2489
18.03 6.24 17 4821 745 2263
13.3 5.26 12 6435 841 2609
12.99 4.22 19 3830 367 1460
17.64 4.28 17 3875 807 2441
18.52 4.75 12 5755 887 3295
18.26 4.82 21 4206 700 2029
18.07 2.46 11 7233 948 3505
15.19 3.82 18 3443 693 1968
17.74 3.97 15 5168 635 2523
17.44 3.96 22 3521 655 1846
17.42 3.59 17 4486 664 2181
18.41 4.42 9 7453 1664 4754
17.69 5.33 16 4849 743 2348
17.12 4.35 17 4885 759 2351
15.22 2.25 14 4757 816 2312
15.59 4.72 17 3759 688 2114
17.47 3.47 16 5546 817 2560
17.5 4.47 14 6124 858 2883
16.3 5.93 16 9326 737 1979
18.09 2.62 19 3856 689 2201
17.62 4.23 16 4372 825 2373
17.27 4.64 22 3368 607 1815
15.84 4.87 16 4417 732 2114
13.37 4.34 15 4140 668 2060
16.22 2.64 16 5216 768 2171
19 4.34 23 3170 682 1911
15.91 4.44 12 5910 963 2852
16.48 4.87 16 4635 771 2300
17.07 6.86 14 5293 952 2626
19.24 2.63 18 4563 757 2376
15.39 4.58 15 4744 805 2233
16.63 4.77 17 3759 778 2172
20.88 4.59 18 4300 917 2529
18.86 4.69 20 4047 836 2012
15.72 4.48 7 9446 1666 4727
18.04 4.4 19 3553 823 2002
19.12 4.52 19 4399 775 2123
17.07 4.06 19 3856 753 1897
14.62 4.77 13 5026 868 2377
15.93 2.65 15 5352 854 2240
16.51 4.51 14 4684 916 2488
16.12 4.1 20 3564 615 1699
13.75 3.13 17 3706 711 1705
18.61 10.29 28 2286 467 1402
22.76 7.87 34 1987 452 1431
19.78 11.1 26 2430 576 1740
18.89 8.61 34 2268 443 1187
17 9.78 33 2102 433 1180
21.31 8.92 41 1908 381 1112
18.85 9.71 30 2876 490 1472
18.07 8.49 29 2497 379 1331
19.07 10.86 32 1912 471 1402
19.77 10.16 29 2640 460 1475
22.74 9.4 39 1938 480 1359
17.82 9.24 23 6472 520 1626
19.84 11.44 40 1762 393 1158
21.36 8.53 44 1784 382 1036
20.42 9.99 42 1741 377 1170
19.97 6.55 29 2119 436 1464
18.75 9.39 25 6178 545 1682
19.76 10.48 44 1976 367 1043
18.45 10.63 35 2169 442 1295
22.55 7.88 39 3874 383 1130
19.55 9.03 35 4481 440 1272
16.45 7.54 42 1873 223 864
20.24 8.89 29 5030 499 1550
22.57 9.68 46 1422 348 1059
19.07 10.18 34 5010 434 1311
20.05 9.83 29 2344 511 1491
19.06 8.34 37 1881 405 1178
21.75 8.55 37 2149 448 1259
20.84 7.61 40 1620 418 1205
20.63 8.58 41 1619 380 1076
19.56 10.4 39 1952 403 1159
21.23 6.28 35 2040 476 1305
16.49 8.71 29 2081 461 1273
18.16 9.33 26 2598 544 1504
20.35 8.41 45 1904 327 1006
20.58 7.61 25 2940 650 1791
21.56 8.2 50 1249 300 1058
22.56 8.33 43 1734 411 1145
19.59 7 27 2753 522 1543
21.23 9.71 33 2333 450 1357
21.08 7.23 35 1761 465 1272
19.36 9.48 34 2202 435 1201
20.09 7.56 29 2549 512 1463
22.33 6.8 24 2682 672 1966
20.79 8.09 42 1644 394 1046
20.62 8 38 1969 433 1147
20.15 6.99 32 2246 452 1328
20.67 8.11 43 1773 360 1015
21.37 4.9 33 2111 442 1340
23.17 6.8 20 3957 797 2518
23.04 4.62 17 8823 795 2698
23.65 4.9 23 3057 655 2144
21.48 6.68 18 4400 838 2742
20.95 7.08 26 2892 495 1721
19.62 7.64 17 3561 858 2655
21.84 4.65 24 3132 566 1948
20.22 6.26 26 2968 538 1766
19.63 6.72 24 2845 511 1750
23.06 4.91 27 2658 617 1937
24.4 6.94 25 3367 559 2148
22.85 7.15 25 2926 614 2072
21.59 4.85 17 8961 725 2614
21.54 6.85 26 2912 603 1924
19.66 6.51 23 3344 483 1819
23.55 5.48 34 1885 505 1613
22.69 5.8 22 3300 630 2193
20.76 7.02 26 3002 568 1785
23.96 6.35 32 2158 482 1590
19.95 4.92 24 2750 608 1851
21.66 6 34 2081 429 1354
21.81 6.94 25 2688 637 1984
22.43 4.89 27 2711 531 1766
20.89 6.29 31 2259 503 1537
19.97 5.91 26 2778 466 1633
22.02 5.85 20 3636 793 2510
24.53 6.47 33 2335 449 1579
18.1 5.92 23 3128 625 1793
17.85 6.24 34 2114 356 1120
16.69 6.02 17 4376 688 2152
21.17 6.14 36 1910 401 1256
20.81 6.11 37 1857 447 1224
23.17 6.04 35 2115 460 1432
17.41 6.52 24 2767 597 1578
20.58 4.85 31 2311 409 1440
23.7 6.66 26 3215 696 1918
18.86 6.89 32 2452 407 1278
20.01 7.5 22 2894 614 1903
20.31 5.52 26 2550 578 1633
21.53 6.96 22 3442 678 2041
20.54 6.91 24 3010 613 1790
19.51 4.95 22 3578 605 1841
23.23 5.65 26 2753 628 1856
19.03 4.84 20 3495 624 1971
19.26 6.99 21 3271 600 1899
22.49 4.86 24 3232 616 1938
21.95 4.7 12 6265 816 3904
18.53 4.6 13 6485 649 3020
21.06 9.13 15 4564 784 3260
22.23 4.53 14 4954 765 3365
23.55 5.17 19 4497 672 2882
23.9 6.17 17 4443 904 2974
20.49 7.74 10 6852 1143 4739
15.44 3.82 12 6005 510 2744
18.96 6.9 9 8160 1098 4875
25.27 6.74 19 4595 591 2835
23.13 6.09 10 8118 1186 5304
19.73 3.87 11 5940 1037 3830
21.67 7.96 12 5750 925 4135
21.6 5.37 12 6465 812 3839
21.12 6.8 14 6086 788 3657
22.95 4.25 9 9287 1015 5477
19.73 8.47 19 8526 584 2358
22.12 4.08 17 4105 608 2797
20.64 3.63 14 10740 709 3215
21.09 4.31 14 5297 777 3234
21.27 8.41 17 4909 652 2846
23.8 6.15 13 5658 914 3929
22.49 6.07 9 7940 1222 5664
25.31 3.93 21 3371 638 2587
18.32 7.95 14 5438 667 2961
24.54 5.7 27 3147 510 1950
24.99 6.33 18 4457 740 3140
22.94 5.18 26 2548 476 1880
21.17 7.13 11 6098 1098 4355
22.55 3.99 17 4179 660 2821
19.03 6.65 13 5820 769 3316
22.09 6.23 22 3712 558 2156
23.7 7.45 14 5434 896 3767
20.87 4.2 11 6442 996 4076
20.01 6.79 24 2920 557 1851
19.24 6.39 16 4354 692 2611
20.59 7 13 4805 826 3515
22.88 5.68 14 5811 858 3559
26.1 5.12 15 6120 885 3713
20.02 6.13 13 5585 739 3258
23.19 6.21 14 5648 781 3506
20.32 6.07 14 4984 716 3055
21.86 4.46 17 4878 666 2708
24.1 5.72 15 4392 786 3394
22.05 6.66 15 4992 784 3107
19.75 4.89 12 6400 778 3512
20.33 6.24 16 4717 666 2712
23.93 4.45 15 5312 838 3405
18.35 8.33 14 5528 833 2797
18.89 7.36 32 1957 387 1248
18.06 9.15 20 3813 648 2095
20.66 7.79 20 3948 628 2188
21.36 7.26 18 4533 751 2756
18.65 7.67 23 3300 499 1718
18.25 6.87 21 3311 633 2009
21.7 7.76 41 1670 429 1128
15.33 9.17 18 4000 751 1970
17.17 5.28 16 4080 551 2286
20.39 6.73 14 4860 912 3342
22.33 7.96 24 3630 518 1983
17.13 9.33 14 5314 652 2800
17.84 7.86 17 4098 641 2236
16.88 8.2 16 4114 634 2416
17.36 7.84 24 3252 400 1553
18.72 6.61 17 4669 775 2525
15.6 5.99 14 4958 660 2395
22.09 7.49 17 4931 831 2978
15.69 5.73 15 6356 646 2249
15.42 8.29 26 3224 380 1347
12.31 5.76 13 4837 643 2033
19.35 6.97 18 4097 716 2498
14.57 8.25 10 8388 827 3128
16.79 9.26 23 7015 505 1753
11.82 5.8 11 6022 653 2311
17.41 8.31 14 10860 743 2571
17.01 8.43 13 7177 832 2782
17.82 9.95 16 4571 778 2520
17.93 5.9 22 3324 581 1732
18.62 7.34 22 3504 606 1915
15.53 7.6 18 3873 570 1855
14.9 9.21 19 3496 589 1742
19.75 8 25 3199 525 1699
23.78 10.37 41 1974 479 1288
17.79 5.51 20 4080 574 2101
16.87 8.38 16 4072 735 2341
19.4 7.31 19 3698 658 2221
18.18 5.26 22 3289 540 1751
16.78 9.48 15 4988 795 2367
15.25 5.11 16 5010 654 2018
17.8 9.5 28 2569 465 1341
18.46 9.04 26 2919 612 1494
18.31 4.44 28 2398 485 1381
17.62 8.66 18 4117 680 2068
18.27 6.45 17 4436 705 2292
16.4 8.18 29 2551 399 1209
20.82 6.45 33 2242 470 1348
